path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,throughput,avg,p0,p25,p50,p75,p90,p95,p99,p100,scalefactor,terminals,time,rate,warmup,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput.WorkloadF1,rejected.WorkloadF2,rejected.WorkloadF3,completed.WorkloadF2,completed.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,throughput.WorkloadF3,throughput.WorkloadF2,rejected.WorkloadF4,completed.WorkloadF4,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,completed.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,throughput.WorkloadF5,completed.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF6,rejected.WorkloadF6,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,rejected.WorkloadF5,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/3-ap-northeast-1-0,3-ap-northeast-1-0,6,1000000,F,0,20240611-102821,8,8,0,0,5882,5882,5890,0,0,0,0,0,0,0,0,0,0,65.35488507978953,978.2060379855621,0.974,833.2462499999999,997.1510000000001,1164.39975,1322.0779,1346.54775,1512.78846,2517.553,1000,64,90,50000,30,978.2060379855621,0.974,833.2462499999999,997.1510000000001,1164.39975,1322.0779,1346.54775,1512.78846,2517.553,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions6-hot0-F-mr0-20240611-102821/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,0,20240611-102821,14,14,0,0,13692,13692,13706,0,0,0,0,0,0,0,0,0,0,152.13231360395812,420.9295465218667,1.366,351.943,420.6405,489.64225,557.4863,562.5396000000001,630.70583,1181.315,1000,64,90,50000,30,420.9295465218667,1.366,351.943,420.6405,489.64225,557.4863,562.5396000000001,630.70583,1181.315,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr5-20240520-130452/4-us-west-1-0,4-us-west-1-0,5,10000,F,5,20240520-130452,32,23,0,0,7291,6954,7323,0,0,0,0,0,0,0,0,0,0,81.01096338761937,790.0243576864535,531.622,728.397,788.891,849.6195,908.1882,925.6445,991.13396,1787.406,1000,64,90,50000,30,789.5302696547722,531.622,728.40425,788.9304999999999,849.438,907.9489,925.46245,990.0767999999999,1787.406,77.30000000000001,3.0,6.0,259.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.5163411764705,550.162,727.8675000000001,788.088,851.5645,911.2604,924.9366,1103.9458000000022,1492.416,850.9060892857143,654.664,731.12725,790.092,860.645,1031.4625,1436.1075,1573.6857500000003,1641.234,0.6,2.8,,12.0,0.2,792.7771666666666,668.933,763.3357500000001,790.8725,846.45975,852.5181,876.2496,899.15072,904.876,,,,,,10.0,799.362,669.424,746.5595000000001,816.281,854.95975,877.9119,896.0914499999999,910.63509,914.271,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr5-20240520-130452/1-us-east-1-0,1-us-east-1-0,5,10000,F,5,20240520-130452,1313,1208,0,0,570180,541716,571493,0,0,0,0,0,0,0,0,0,0,6335.277852771066,10.093999086022636,2.095,9.185,9.909,10.603,11.478,12.305,15.621300000000046,1199.005,1000,64,90,50000,30,10.067150810415567,2.099,9.184,9.908,10.602,11.476,12.301,15.557540000000037,905.02,6046.700000000001,83.0,14.0,22725.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56670142159236,2.113,9.199,9.93,10.623,11.522,12.407,17.81659999999996,1199.005,10.78914632196162,2.158,9.198,9.9145,10.61725,11.5545,12.379349999999999,16.203819999999997,928.248,41.7,252.9,4.0,1328.0,14.7,10.713469879518073,2.419,9.24975,9.949,10.63825,11.494,12.245949999999997,15.529770000000001,516.709,0.0,0.0,0.0,0.0,0.0,658.0,10.691571428571429,3.487,9.21825,9.9035,10.55625,11.306900000000002,12.29625,15.768759999999993,356.26,7.1,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr5-20240520-130452/5-ap-southeast-1-0,5-ap-southeast-1-0,5,10000,F,5,20240520-130452,27,16,0,0,3921,3724,3948,0,0,0,0,0,0,0,0,0,0,43.56655645344437,1465.7800785584652,0.997,1200.901,1440.102,1679.482,1916.1758,1989.4072,2235.846,4579.729,1000,64,90,50000,30,1461.1894518417462,0.997,1200.464,1440.075,1679.054,1915.6519999999998,1988.8076,2233.34076,3221.306,41.6,6.0,2.0,159.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.3040769230768,722.279,1240.301,1445.4085,1725.95425,1937.7285,2140.91925,3177.984449999995,3861.599,1541.6988695652174,985.757,1204.719,1435.016,1673.0435,1881.1882,1927.2841,3996.4542200000033,4579.729,0.2,1.5,2.0,11.0,0.2,1848.4670909090912,1203.364,1587.1745,1746.697,2031.5439999999999,2156.917,2519.4735,2809.5187000000005,2882.03,0.0,0.0,0.0,0.0,0.0,2.0,2257.387,1431.305,1844.346,2257.387,2670.428,2918.2526000000003,3000.8608,3066.94736,3083.469,0.2,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr5-20240520-130452/3-ap-northeast-1-0,3-ap-northeast-1-0,5,10000,F,5,20240520-130452,34,27,0,0,5760,5469,5794,0,0,0,0,0,0,0,0,0,0,63.999305527891444,999.5884389044943,1.159,836.02025,1002.156,1168.501,1334.1345000000001,1343.8725,1512.2631000000001,3000.798,1000,64,90,50000,30,998.6592733493619,1.159,836.0125,1002.039,1168.3885,1334.041,1343.6217,1510.1887599999998,3000.798,60.5,5.0,2.0,239.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.1384641350211,501.996,835.443,1003.093,1168.866,1335.4574,1373.4919999999984,1777.5488399999979,2168.118,1070.4930789473685,501.709,839.85225,1086.426,1330.7447499999998,1497.3747,1504.72025,1719.2061600000009,1839.246,0.4,2.5,,8.0,0.2,963.1405,505.824,797.20525,1009.9035,1167.0014999999999,1223.2851,1275.72455,1317.6761099999999,1328.164,,,,,,6.0,1059.23,838.658,1001.83425,1003.5550000000001,1130.56475,1254.0394999999999,1294.74475,1327.30895,1335.45,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot10000-F-mr5-20240520-130452/2-eu-west-1-0,2-eu-west-1-0,5,10000,F,5,20240520-130452,55,42,0,0,13764,13063,13819,0,0,0,0,0,0,0,0,0,0,152.93247153166826,418.28979540145986,1.357,349.64575,418.6935,487.615,555.6945,561.0232500000001,630.2674499999999,1116.33,1000,64,90,50000,30,418.22553688177834,1.357,349.632,418.704,487.602,555.592,560.835,629.742,1026.33,145.2,8.0,4.0,546.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.75727757352945,1.832,348.96074999999996,417.872,486.47775,555.7944,564.8904000000001,698.6216200000002,1116.33,439.30274,2.13,352.2475,422.8985,489.60625000000005,559.9239,621.3915,696.6018700000008,832.021,1.1,6.300000000000001,1.0,40.0,0.6,441.2772000000001,280.163,350.87375,421.0415,492.1645,623.065,628.3966499999999,711.9311899999999,762.233,0.0,0.0,0.0,0.0,0.0,15.0,400.71139999999997,2.558,317.248,484.651,488.517,528.8862,553.0472,553.29024,553.351,0.2,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr0-20240520-125715/4-us-west-1-0,4-us-west-1-0,5,1000000,F,0,20240520-125715,5,5,0,0,7310,7310,7315,0,0,0,0,0,0,0,0,0,0,81.22129675427848,788.743216809274,531.458,728.1165,788.829,850.6995000000001,908.6075,921.0687499999999,979.4302500000001,1751.928,1000,64,90,50000,30,788.743216809274,531.458,728.1165,788.829,850.6995000000001,908.6075,921.0687499999999,979.4302500000001,1751.928,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr0-20240520-125715/1-us-east-1-0,1-us-east-1-0,5,1000000,F,0,20240520-125715,529,529,0,0,583658,583658,584187,0,0,0,0,0,0,0,0,0,0,6485.087620261637,9.859505547568585,1.538,8.995,9.777,10.487,11.344,12.192,15.712359999999986,66.192,1000,64,90,50000,30,9.859505547568585,1.538,8.995,9.777,10.487,11.344,12.192,15.712359999999986,66.192,6423.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr0-20240520-125715/5-ap-southeast-1-0,5-ap-southeast-1-0,5,1000000,F,0,20240520-125715,5,5,0,0,3960,3960,3965,0,0,0,0,0,0,0,0,0,0,43.99952324952132,1452.6751003593429,0.917,1201.333,1446.092,1689.781,1917.2930000000001,1983.41975,2227.0363,3104.949,1000,64,90,50000,30,1452.6751003593429,0.917,1201.333,1446.092,1689.781,1917.2930000000001,1983.41975,2227.0363,3104.949,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr0-20240520-125715/3-ap-northeast-1-0,3-ap-northeast-1-0,5,1000000,F,0,20240520-125715,13,13,0,0,5689,5689,5702,0,0,0,0,0,0,0,0,0,0,63.21084460857149,1011.3425383111111,1.182,836.918,1003.313,1169.865,1334.8078,1346.6764,1512.36344,2722.982,1000,64,90,50000,30,1011.3425383111111,1.182,836.918,1003.313,1169.865,1334.8078,1346.6764,1512.36344,2722.982,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions5-hot0-F-mr0-20240520-125715/2-eu-west-1-0,2-eu-west-1-0,5,1000000,F,0,20240520-125715,9,9,0,0,13793,13793,13802,0,0,0,0,0,0,0,0,0,0,153.2547651253733,417.53574397261275,1.429,349.485,418.364,487.249,555.2082,560.1984,628.55604,1368.268,1000,64,90,50000,30,417.53574397261275,1.429,349.485,418.364,487.249,555.2082,560.1984,628.55604,1368.268,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot0-F-mr0-20240519-214347/1-us-east-1-0,1-us-east-1-0,3,1000000,F,0,20240519-214347,629,629,0,0,600736,600736,601365,0,0,0,0,0,0,0,0,0,0,6674.839473024005,9.583040757684723,1.233,8.396,9.319,10.294,11.523,12.51,15.57,52.143,1000,64,90,50000,30,9.583040757684723,1.233,8.396,9.319,10.294,11.523,12.51,15.57,52.143,6688.299999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot0-F-mr0-20240519-214347/3-ap-northeast-1-0,3-ap-northeast-1-0,3,1000000,F,0,20240519-214347,5,5,0,0,5746,5746,5751,0,0,0,0,0,0,0,0,0,0,63.84436659262383,1001.9952092573038,1.2,837.64475,1004.3065,1170.1822499999998,1334.1028000000001,1347.34775,1512.5805599999999,2513.742,1000,64,90,50000,30,1001.9952092573038,1.2,837.64475,1004.3065,1170.1822499999998,1334.1028000000001,1347.34775,1512.5805599999999,2513.742,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot0-F-mr0-20240519-214347/2-eu-west-1-0,2-eu-west-1-0,3,1000000,F,0,20240519-214347,19,19,0,0,13701,13701,13720,0,0,0,0,0,0,0,0,0,0,152.23183148005108,420.3001433599765,1.875,350.604,419.628,488.39,555.9338,561.387,629.86364,1255.466,1000,64,90,50000,30,420.3001433599765,1.875,350.604,419.628,488.39,555.9338,561.387,629.86364,1255.466,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot10000-F-mr5-20240611-105258/1-us-east-1-0,1-us-east-1-0,3,10000,F,5,20240611-105258,1481,1393,0,0,597652,567922,599133,0,0,0,0,0,0,0,0,0,0,6640.531015453502,9.630529742899792,0.944,8.402,9.32,10.299,11.617,12.623,17.53552000000002,718.981,1000,64,90,50000,30,9.616771356421102,0.944,8.4,9.318,10.297,11.613,12.618,17.502390000000013,523.032,6322.700000000001,74.0,14.0,25429.0,4301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.862731327433627,1.483,8.447,9.361,10.355,11.689,12.7,17.886959999999966,718.981,10.07441246221809,1.664,8.396,9.311,10.345,11.724,12.84,27.445,599.175,47.8,283.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot10000-F-mr5-20240611-105258/3-ap-northeast-1-0,3-ap-northeast-1-0,3,10000,F,5,20240611-105258,34,24,0,0,6050,5739,6084,0,0,0,0,0,0,0,0,0,0,67.2220522430471,951.012729869696,0.97,785.3955,941.8285000000001,1100.948,1254.97,1342.15825,1510.5147499999998,2522.425,1000,64,90,50000,30,948.6784557942938,0.97,785.1395,941.3444999999999,1100.189,1252.6608,1341.46215,1509.1174099999996,2236.329,64.0,8.0,2.0,272.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.3192602230483,2.421,789.759,1004.671,1170.786,1331.393,1379.0117999999998,1841.508,2522.425,1033.5396923076921,447.691,810.404,1006.761,1208.1245,1375.7774000000004,1561.4558000000009,2038.9607199999998,2056.785,0.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/aurora/scalability-aurora-regions3-hot10000-F-mr5-20240611-105258/2-eu-west-1-0,2-eu-west-1-0,3,10000,F,5,20240611-105258,38,32,0,0,13753,13047,13791,0,0,0,0,0,0,0,0,0,0,152.81070066156914,418.7214947768281,1.237,350.053,418.803,487.692,555.654,560.5264,629.27696,1460.433,1000,64,90,50000,30,418.6769852952498,1.237,350.061,418.784,487.649,555.6225999999999,560.3876,629.07888,1041.864,145.6,3.0,3.0,612.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.75979042904294,1.5,349.3815,418.673,488.528,556.4259999999999,561.71625,629.5422,911.656,437.51858510638283,207.027,351.26125,420.77049999999997,489.2525,553.4572000000001,561.366,1014.1724999999967,1460.433,1.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
