path,region,regions,hot,workload,mr,suffix,rejected,rejected.WorkloadF1,aborted,unexpected,completed,completed.WorkloadF1,total,ood_index_page.WorkloadF1,ood_table.WorkloadF1,ood_tuple.WorkloadF1,other_aborts.WorkloadF1,deadlock.WorkloadF1,ood_index_page,ood_table,ood_tuple,other_aborts,deadlock,avg,p0,p25,p50,p75,p90,p95,p99,p100,avg.WorkloadF1,p0.WorkloadF1,p25.WorkloadF1,p50.WorkloadF1,p75.WorkloadF1,p90.WorkloadF1,p95.WorkloadF1,p99.WorkloadF1,p100.WorkloadF1,throughput,throughput.WorkloadF1,scalefactor,terminals,time,rate,warmup,rejected.WorkloadF2,rejected.WorkloadF3,completed.WorkloadF2,completed.WorkloadF3,ood_index_page.WorkloadF3,ood_table.WorkloadF3,ood_tuple.WorkloadF3,other_aborts.WorkloadF3,deadlock.WorkloadF3,ood_index_page.WorkloadF2,ood_table.WorkloadF2,ood_tuple.WorkloadF2,other_aborts.WorkloadF2,deadlock.WorkloadF2,throughput.WorkloadF2,avg.WorkloadF2,p0.WorkloadF2,p25.WorkloadF2,p50.WorkloadF2,p75.WorkloadF2,p90.WorkloadF2,p95.WorkloadF2,p99.WorkloadF2,p100.WorkloadF2,throughput.WorkloadF3,avg.WorkloadF3,p0.WorkloadF3,p25.WorkloadF3,p50.WorkloadF3,p75.WorkloadF3,p90.WorkloadF3,p95.WorkloadF3,p99.WorkloadF3,p100.WorkloadF3,rejected.WorkloadF4,rejected.WorkloadF5,rejected.WorkloadF6,completed.WorkloadF4,completed.WorkloadF5,completed.WorkloadF6,throughput.WorkloadF6,avg.WorkloadF6,p0.WorkloadF6,p25.WorkloadF6,p50.WorkloadF6,p75.WorkloadF6,p90.WorkloadF6,p95.WorkloadF6,p99.WorkloadF6,p100.WorkloadF6,throughput.WorkloadF4,avg.WorkloadF4,p0.WorkloadF4,p25.WorkloadF4,p50.WorkloadF4,p75.WorkloadF4,p90.WorkloadF4,p95.WorkloadF4,p99.WorkloadF4,p100.WorkloadF4,throughput.WorkloadF5,avg.WorkloadF5,p0.WorkloadF5,p25.WorkloadF5,p50.WorkloadF5,p75.WorkloadF5,p90.WorkloadF5,p95.WorkloadF5,p99.WorkloadF5,p100.WorkloadF5,ood_index_page.WorkloadF6,ood_table.WorkloadF6,ood_tuple.WorkloadF6,other_aborts.WorkloadF6,deadlock.WorkloadF6,ood_index_page.WorkloadF4,ood_table.WorkloadF4,ood_tuple.WorkloadF4,other_aborts.WorkloadF4,deadlock.WorkloadF4,ood_index_page.WorkloadF5,ood_table.WorkloadF5,ood_tuple.WorkloadF5,other_aborts.WorkloadF5,deadlock.WorkloadF5
scalability/cockroach/scalability-cockroach-regions5-hot0-F-mr5-20250115-112656/1-us-east-1-0,1-us-east-1-0,5,1000000,F,5,20250115-112656,52,20,0,0,139792,132755,139844,0,0,0,0,0,0,0,0,52,0,81.29294883694158,10.836,18.277,21.425,25.601,33.122400000000006,438.6182999999997,1619.031659999986,13086.264,24.12713028054244,11.128,18.115,21.102,24.78,29.325,33.484899999999996,48.35835999999998,8272.548,1553.2335928814966,1500.4,1000,128,90,50000,30,23.0,3.0,5642.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1097.039894161891,247.215,632.84775,836.3275,1498.6622499999999,1989.9372999999998,2360.5879499999996,2842.4585,13086.264,10.9,1379.7765218783352,329.303,877.6,1212.541,1692.047,2084.813,2308.986399999998,2822.3721599999994,12512.419,5.0,1.0,,292.0,154.0,,,,,,,,,,,,3.2,1580.3972867132866,734.146,1171.8242500000001,1532.29,1960.3125,2238.4145,2328.3892499999997,2699.762649999997,3267.056,1.8,1604.4253684210528,715.97,1135.87925,1522.958,1834.9025,2112.2227000000003,2432.5641499999997,3823.7424700000147,11364.297,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot0-F-mr5-20250115-112656/5-ap-southeast-1-0,5-ap-southeast-1-0,5,1000000,F,5,20250115-112656,53,15,0,0,118116,112294,118169,0,0,0,0,0,0,0,0,53,0,95.85456576075836,10.167,16.227,18.754,21.918,27.083,293.825349999999,2037.66391,4813.267,20.964780091325842,10.388,16.099,18.514,21.327,24.558,27.447199999999984,38.703919999999954,3629.631,1312.3980198538677,1266.1999999999998,1000,128,90,50000,30,27.0,8.0,4665.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,1524.072964410328,508.847,1131.4375,1540.816,1911.8805000000002,2089.002,2419.1315999999997,2835.038719999999,3878.606,8.3,1833.585774104683,780.854,1444.29325,1779.721,2151.942,2490.7934999999998,2710.748,3123.7397499999997,4813.267,2.0,1.0,,277.0,132.0,,,,,,,,,,,,3.0,2247.1950988593157,1160.09,1875.367,2226.611,2561.9695,2929.636,3183.4481999999994,3824.63152,4020.231,1.4,2237.5342142857144,1369.332,1860.08925,2224.6975,2461.64275,2796.1085000000003,3054.14675,3551.87075,4197.468,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot0-F-mr5-20250115-112656/3-ap-northeast-1-0,3-ap-northeast-1-0,5,1000000,F,5,20250115-112656,48,14,0,0,117826,111787,117874,0,0,0,0,0,0,0,0,48,0,96.04080874755566,10.381,16.652,19.29,22.593,28.42,495.39749999999964,2053.4128200000005,12425.169,21.853734281032807,10.624,16.517,19.024,21.93925,25.423,28.636,40.455,5353.356,1309.1727202835493,1270.9,1000,128,90,50000,30,23.0,6.0,4796.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.900000000000006,1378.410394575122,280.345,779.1179999999999,1322.559,1806.388,2205.5708,2510.4308,2967.1096599999996,11558.787,8.9,1778.3498068614997,620.773,1301.5845,1683.863,2131.174,2540.1771999999996,2719.1731,3734.4239399999983,12425.169,4.0,1.0,,309.0,134.0,,,,,,,,,,,,3.3,2149.7514222972977,969.205,1709.8265000000001,2104.9625,2445.947,2831.775,3036.261,4009.357350000005,10951.421,1.5,2137.390874015748,998.289,1736.3755,2103.679,2497.8315000000002,2783.429,3060.8151999999977,3763.5511999999994,6300.614,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions5-hot0-F-mr5-20250115-112656/2-eu-west-1-0,2-eu-west-1-0,5,1000000,F,5,20250115-112656,47,18,0,0,131504,124903,131551,0,0,0,0,0,0,0,0,47,0,86.55199787429271,13.038,22.676,26.924,32.425,41.587,196.05429999999993,1807.5862999999997,4530.746,29.362639624252775,13.398,22.459,26.503,31.336,37.093500000000006,42.052499999999995,58.376999999999995,4530.746,1461.1451586797693,1380.1,1000,128,90,50000,30,16.0,7.0,5282.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.599999999999994,1104.4141372962608,111.788,499.8705,1163.292,1661.1709999999998,2030.895,2210.7438,2607.45228,3661.543,9.6,1408.72997762073,414.581,989.029,1399.556,1775.555,2284.026,2355.5386,2726.5404799999997,3056.654,6.0,,,319.0,125.0,,,,,,,,,,,,3.5,1642.9600354838708,651.172,1251.04275,1601.493,2010.3205,2340.3179000000014,2618.0047,2908.1528700000003,3528.597,1.2999999999999998,1626.457209677419,768.931,1317.49125,1619.2755,1918.14525,2154.0977,2310.8139,2713.8621399999997,2839.683,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot10000-F-mr5-20250115-115918/4-us-west-1-0,4-us-west-1-0,4,10000,F,5,20250115-115918,96,41,0,0,133136,126547,133232,0,0,0,0,0,0,0,0,96,0,85.30970612278821,11.421,18.859,21.997,26.071,33.646300000000004,523.6902999999984,1584.2630199999992,3825.274,28.003589795788542,11.704,18.694,21.687,25.293,29.748900000000006,34.167449999999995,81.61454000000076,3808.134,1479.285304942198,1404.1,1000,128,90,50000,30,25.0,17.0,5407.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,1142.9659682119204,431.714,764.294,1168.211,1426.141,1677.9234000000001,1910.479,2245.583,3599.862,10.1,1439.668862767154,635.433,1151.228,1411.246,1701.939,1967.3212,2147.497799999999,2549.2868800000006,3825.274,13.0,,,264.0,,,,,,,,,,,,,3.0,1657.4555494071144,838.741,1359.852,1630.633,1934.119,2190.7932,2345.52,2607.2630799999997,3039.749,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot10000-F-mr5-20250115-115918/1-us-east-1-0,1-us-east-1-0,4,10000,F,5,20250115-115918,90,45,0,0,142269,135270,142359,0,0,0,0,0,0,0,0,90,0,79.75692154134141,10.289,17.799,21.035,25.349,32.9376,460.06779999999895,1606.362199999996,3930.384,26.429153633464896,10.589,17.642,20.72,24.502,29.223,33.459,54.01000000000015,2704.539,1580.7492545555526,1494.8,1000,128,90,50000,30,19.0,17.0,5750.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,1065.098765182186,251.989,633.077,837.24,1495.674,1950.429,2359.809,2780.236,3070.438,10.1,1313.0471586956523,404.811,925.4285,1219.867,1621.925,2010.1633000000002,2227.8336999999997,2570.4343899999985,3930.384,9.0,,,310.0,,,,,,,,,,,,,3.5,1563.9118745874587,603.768,1158.35,1539.868,1885.9165,2247.9378,2452.0678,2779.89962,3871.838,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot10000-F-mr5-20250115-115918/3-ap-northeast-1-0,3-ap-northeast-1-0,4,10000,F,5,20250115-115918,128,51,0,0,118622,112746,118750,0,0,0,0,0,0,0,0,128,0,94.9129849286339,10.399,16.347,18.829,21.87,27.105,624.6213999999995,2042.58964,4131.42,26.131679507002602,10.628,16.223,18.587,21.281,24.45040000000001,27.48409999999999,54.047819999999994,3368.302,1318.0096733496105,1243.2,1000,128,90,50000,30,36.0,30.0,4784.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,1355.8708805018075,280.783,779.8415,1309.915,1804.4205000000002,2206.3008,2498.2293999999997,2949.4787999999994,4131.42,9.2,1685.1803181242078,584.28,1221.297,1657.589,2084.8,2408.1310000000003,2623.0661999999998,3251.6291200000005,4052.893,11.0,,,286.0,,,,,,,,,,,,,3.2,1961.05718705036,970.231,1577.4735,1968.5034999999998,2266.82375,2603.8331,2812.2297,3225.341140000001,3653.404,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions4-hot10000-F-mr5-20250115-115918/2-eu-west-1-0,2-eu-west-1-0,4,10000,F,5,20250115-115918,111,54,0,0,128856,122386,128967,0,0,0,0,0,0,0,0,111,0,87.90820821755285,12.766,21.673,25.545,30.51425,39.113,260.89750000000004,1807.01765,3573.909,31.604825670340514,13.103,21.48,25.163,29.55,34.827,39.51804999999999,62.37843999999948,3016.788,1431.7306050274924,1365.0,1000,128,90,50000,30,26.0,19.0,5299.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,1094.9193245463227,109.836,497.4685,1157.29,1662.1415,2027.067,2209.1719,2606.35748,3563.278,9.5,1415.866865060241,399.658,1007.26,1369.614,1838.0742500000001,2180.5475,2340.23,2983.852630000008,3573.909,12.0,,,314.0,,,,,,,,,,,,,3.3,1647.5880261437908,713.688,1304.4225,1592.1925,1949.93325,2287.007,2516.64625,2788.7295,3408.592,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot0-F-mr0-20250115-123016/1-us-east-1-0,1-us-east-1-0,3,1000000,F,0,20250115-123016,55,55,0,0,201880,201880,201935,0,0,0,0,0,0,0,0,55,0,57.34651587598992,20.917,42.699,53.411,67.69,85.7446,98.06679999999999,122.334,285.81,57.34651587598992,20.917,42.699,53.411,67.69,85.7446,98.06679999999999,122.334,285.81,2243.105082566815,2285.0,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot0-F-mr0-20250115-123016/3-ap-northeast-1-0,3-ap-northeast-1-0,3,1000000,F,0,20250115-123016,68,68,0,0,193679,193679,193747,0,0,0,0,0,0,0,0,68,0,59.7488218718935,20.612,44.047,56.006,71.93,89.33,100.65719999999997,123.07827999999996,212.526,59.7488218718935,20.612,44.047,56.006,71.93,89.33,100.65719999999997,123.07827999999996,212.526,2151.974833384819,2188.7,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions3-hot0-F-mr0-20250115-123016/2-eu-west-1-0,2-eu-west-1-0,3,1000000,F,0,20250115-123016,62,62,0,0,160382,160382,160444,0,0,0,0,0,0,0,0,62,0,71.94619847825408,22.079,49.173,62.653,82.915,118.95440000000005,147.3348,196.0478000000001,303.223,71.94619847825408,22.079,49.173,62.653,82.915,118.95440000000005,147.3348,196.0478000000001,303.223,1782.0105592205136,2021.0,1000,128,90,50000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/6-eu-central-1-0,6-eu-central-1-0,6,1000000,F,5,20250115-110120,40,9,0,0,132821,126134,132861,0,0,0,0,0,0,0,0,40,0,85.51753511979108,11.178,18.4,21.451,25.407,32.561600000000006,196.06339999999736,1833.5261199999904,3698.625,24.01576314719274,11.438,18.24,21.147,24.645,28.95040000000001,32.9417,45.816260000000064,2365.085,1475.7767332110927,1402.0,1000,128,90,50000,30,28.0,1.0,5198.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3,1180.7467879327398,178.334,650.7950000000001,1125.986,1677.761,2054.1056,2501.3019,2951.88314,3202.839,9.8,1500.3521793416571,444.214,1072.465,1445.664,1889.713,2267.868,2463.256,2844.0262000000034,3268.3,1.0,1.0,,328.0,161.0,79.0,0.8,1802.8638243243245,963.946,1565.028,1804.3305,2101.27725,2294.0751,2353.13135,2380.07107,2413.243,3.7,1763.0924069400633,765.844,1417.594,1744.921,2096.703,2468.924,2692.0031999999997,3096.9690799999994,3698.625,1.9,1781.3405194805196,838.86,1443.40575,1799.3355000000001,2110.232,2367.8173000000006,2508.77275,2810.31975,2881.662,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/4-us-west-1-0,4-us-west-1-0,6,1000000,F,5,20250115-110120,35,13,0,0,138634,131707,138669,0,0,0,0,0,0,0,0,35,0,82.49588973430916,11.479,18.791,21.862,25.838,33.34220000000003,437.6672999999995,1562.9570799999997,3229.923,24.592857868485574,11.778,18.632,21.555,25.067,29.415,33.776,48.75760000000001,2032.283,1540.3606784734977,1478.6999999999998,1000,128,90,50000,30,15.0,1.0,5464.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,1125.9263803818794,427.271,760.5115000000001,1168.36,1426.2525,1682.877,1877.20595,2209.84042,3229.923,10.1,1375.307638702461,597.785,1111.1585,1354.667,1629.3094999999998,1891.6624,1993.8652499999998,2279.8549099999996,2654.753,5.0,1.0,,292.0,148.0,99.0,1.0,1635.2837157894737,801.788,1381.9845,1634.811,1901.9855,2129.4682000000003,2206.0241,2297.59474,2332.073,3.0,1689.5842056737588,874.33,1406.11025,1690.4524999999999,1945.6937500000001,2214.4846,2320.8871499999996,2518.31533,2878.935,1.6,1731.1566690647483,957.956,1486.6174999999998,1726.377,1950.917,2189.2149999999997,2329.6484,2478.76492,2536.475,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/1-us-east-1-0,1-us-east-1-0,6,1000000,F,5,20250115-110120,34,9,0,0,145809,138676,145843,0,0,0,0,0,0,0,0,34,0,78.19252564968633,10.746,18.603,21.937,26.505,36.289200000000015,257.40769999999077,1612.4703399999999,3205.317,24.35825722945732,11.101,18.441,21.614,25.583,31.0513,37.054649999999995,54.63175999999978,2295.661,1620.0930568571914,1531.9,1000,128,90,50000,30,18.0,3.0,5624.0,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,1059.8137376282166,255.748,631.553,837.748,1382.176,1942.5848,2358.6092000000003,2782.8518,3205.317,10.2,1326.6181836956523,427.216,936.5105,1240.4785000000002,1632.91475,2076.8444,2290.5987,2572.4414499999993,2822.222,4.0,,,322.0,161.0,91.0,0.8,1540.062494505495,660.381,1227.4615,1479.355,1871.6709999999998,2056.343,2176.1530000000002,2406.9676,2434.108,3.4,1533.4245562700964,615.094,1134.089,1513.054,1924.0520000000001,2232.348,2326.821,2548.190999999998,2717.497,1.7000000000000002,1610.956433121019,741.14,1293.384,1613.919,1905.28,2148.4668,2268.3606,2421.51908,3168.996,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/5-ap-southeast-1-0,5-ap-southeast-1-0,6,1000000,F,5,20250115-110120,47,12,0,0,119713,113877,119760,0,0,0,0,0,0,0,0,47,0,94.74434897991779,9.762,15.688,18.205,21.293,26.16,291.903,2028.9349999999995,4653.564,20.831892128176797,9.976,15.572,17.968,20.724,23.86,26.53479999999999,37.57155999999984,2615.414,1330.1351911668564,1265.7,1000,128,90,50000,30,25.0,5.0,4605.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.2,1519.516708362614,500.872,1131.709,1539.423,1928.472,2217.5740000000014,2388.5502,2802.00456,3349.176,8.600000000000001,1831.4940268096514,783.809,1431.9699999999998,1811.7545,2145.3134999999997,2483.867,2723.58675,3043.8291499999978,3187.132,,3.0,2.0,256.0,122.0,76.0,0.8,2126.8905882352947,1461.025,1895.23525,2054.8,2344.3472500000003,2683.1104,2739.69205,2816.5709699999998,2818.587,2.8,2113.365809716599,1104.51,1757.969,2105.716,2390.283,2818.6702,2938.6396,3169.38592,3272.154,1.4,2179.268646551724,1331.32,1904.8195,2117.3185000000003,2424.339,2769.9835000000003,2910.02175,3589.7167499999973,4653.564,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/3-ap-northeast-1-0,3-ap-northeast-1-0,6,1000000,F,5,20250115-110120,45,10,0,0,122951,116809,122996,0,0,0,0,0,0,0,0,45,0,92.27996261437696,9.842,16.627,19.533,23.315,30.419600000000006,484.32579999997813,2048.41716,3658.465,22.322388568477233,10.117,16.481,19.25,22.56275,26.758,30.87254999999999,47.14846999999991,2510.639,1366.113442742392,1293.6,1000,128,90,50000,30,26.0,5.0,4854.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1344.0974059032867,280.214,776.855,1294.26,1803.494,2200.9058,2504.244,2953.56996,3404.665,9.2,1682.9376616541356,637.8,1283.4737499999999,1630.4305,2082.538,2479.665600000001,2622.9989499999997,3014.08006,3089.689,4.0,,,279.0,124.0,69.0,0.8,1973.553666666667,1167.299,1655.6005,1995.6675,2233.292,2522.491,2646.7610000000004,2755.970249999999,2857.237,3.0,2076.8055617977525,1072.368,1720.873,2029.884,2385.01,2745.3436,2981.2203999999997,3224.2029399999997,3658.465,1.2999999999999998,1993.685172413793,1227.482,1686.5320000000002,1957.0005,2252.01975,2588.4624999999996,2785.51925,2922.0113,3181.095,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
scalability/cockroach/scalability-cockroach-regions6-hot0-F-mr5-20250115-110120/2-eu-west-1-0,2-eu-west-1-0,6,1000000,F,5,20250115-110120,27,10,0,0,133647,127024,133674,0,0,0,0,0,0,0,0,27,0,85.35971913782336,13.319,22.747,26.848,32.172,40.9358,189.31179999999995,1804.9375599999998,3205.228,29.32272244186507,13.66,22.546,26.444,31.158,36.67920000000001,41.449599999999975,55.41258,2406.748,1484.9619542389023,1401.1999999999998,1000,128,90,50000,30,12.0,3.0,5224.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,1094.9002104243364,108.033,498.089,1158.176,1660.773,2033.288,2208.724,2602.9462,3205.228,9.1,1337.1854776839568,338.723,877.263,1346.511,1711.543,2052.6072000000013,2294.1382,2708.9714,3108.556,2.0,,,313.0,170.0,68.0,0.8,1650.0467142857144,899.879,1377.4720000000002,1598.121,1894.7314999999999,2206.1252000000004,2317.9458,2465.7811200000006,2631.15,3.6,1648.118149659864,717.185,1331.2715,1616.7595000000001,1942.6795,2253.7106,2385.7722,2782.27684,2791.342,1.7000000000000002,1685.369587878788,883.338,1400.759,1663.56,1958.648,2231.9242,2376.5629999999987,2571.9021599999996,2641.548,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
